YearMonth,Linear Regression_MAE,Linear Regression_R2,GBM_MAE,GBM_R2,Random Forest_MAE,Random Forest_R2,XGBoost_MAE,XGBoost_R2,MLP_MAE,MLP_R2,MAE_Variance,Agreement_Score
2022-01,3.7867650148146583,0.8089272572298597,4.301641083190837,0.7789703749672046,4.466697738139773,0.7727913318106342,4.240808010101318,0.7900168299674988,3.942608915514836,0.8042288995176053,0.2767954714031284,0.7832107979683345
2022-02,4.280444704340749,0.7049476086708597,4.454948230707394,0.6886685563071977,4.6181652188994855,0.6549453539014884,4.581203937530518,0.6828525066375732,4.50718405821836,0.7117631565333595,0.13244701674812398,0.8830435201035259
2022-03,3.725383520175213,0.7979176893318077,3.7636355425805905,0.7878838205178562,4.16625192809785,0.7364126986613935,3.843549966812134,0.7800325155258179,3.375353987106827,0.8196514094963088,0.28288023730505435,0.7794959895092775
2022-04,4.222529688251062,0.6754775743864266,4.369580018422424,0.6561522478526174,4.716999739250218,0.6240770332107801,4.360418796539307,0.6702613830566406,4.066363962901998,0.6938998093380707,0.2407483193070181,0.8059652263389881
2022-05,4.41760293609461,0.4751615185810063,3.6828826884176658,0.5927047254729783,3.983032084459384,0.5370162848308947,3.682288408279419,0.5889429450035095,3.6350299750100405,0.6174466614355564,0.3307521007814053,0.7514547596151148
2022-06,3.5458094694130757,0.8471662315662081,4.168243056247509,0.813723617762175,4.252970562669653,0.8143410793463975,4.0083537101745605,0.835650622844696,3.5937774997345606,0.8528301181694128,0.32655388915085537,0.7538329261844864
2022-07,4.83808499933771,0.8283250107196378,4.604335761117374,0.8537220013827906,5.32786335458389,0.7974520086580721,4.746773719787598,0.8496034145355225,4.541417778879573,0.8582967885324494,0.31120274949371374,0.7626585593922248
2022-08,4.153402879238814,0.8213577794039404,3.960834745464316,0.8480763138650697,4.31632147389629,0.8003738331458627,3.7299447059631348,0.86195969581604,4.251563055956407,0.827687050599941,0.23842171085148553,0.8074793838299581
2022-09,5.046040496391841,0.8178411048916981,4.182991677992577,0.8861318628890796,4.863180372145207,0.8614762553114215,4.290295600891113,0.8789364695549011,4.714941325170522,0.8598469340121695,0.37058771446349426,0.7296140111626801
2022-10,3.372747612460499,0.9008831381117361,3.157197248710159,0.9086669361356476,3.566607361765893,0.8949552200217187,3.0789926052093506,0.9122992753982544,3.215121995734748,0.9182242825269445,0.1939214542814655,0.8375760368606721
2022-11,3.8579283267248954,0.7500674914883025,4.207870434484181,0.7429463738940878,5.095083596297428,0.6210453150962825,4.167751789093018,0.7295811176300049,3.9398842970609054,0.7623692203611625,0.4930845041323986,0.6697544561157173
2022-12,4.309102397211634,0.6770618516985963,3.290877441433807,0.7906132111668656,3.929650996348605,0.7046413140914163,3.539086103439331,0.7765483856201172,3.5374172228183944,0.769967512211493,0.4003748642978576,0.7140945081882744
2023-01,3.691968784208977,0.7244637683794666,3.275429884673349,0.7559837260959756,3.7091049440007366,0.708675359003043,3.338284730911255,0.7496638894081116,3.4486390310453734,0.7716636537804344,0.19970659379463998,0.8335371374737773
2023-02,3.2115966786668024,0.8326467616834382,3.4269026842202472,0.7961152955068629,3.793518800784736,0.7643457651239508,3.314784288406372,0.8073693513870239,3.0735146383256486,0.8458994906995455,0.2731637932489136,0.7854448935027892
2023-03,3.606442334858282,0.7990526922540384,4.2698072919859715,0.7693098270828402,4.452620344551754,0.7354575919864526,4.219321250915527,0.7730105519294739,3.658893478504639,0.8013917287513151,0.3835451219707221,0.7227809083491253
2023-04,3.646214504081004,0.7039006822729166,3.386767780827219,0.7356232411914696,3.3561430934652607,0.7230932093838424,3.486499786376953,0.7262294888496399,3.4760192681505884,0.7440136894973114,0.11319284720140334,0.8983169470716836
2023-05,3.85911438952963,0.7224046029119531,3.00914991124566,0.8233789165289273,3.376997405149756,0.7813799527194558,3.0134329795837402,0.8127906918525696,3.2188877325027647,0.8013633303294427,0.350617534729671,0.7404020563083776
2023-06,4.5017239215955795,0.8270766827662355,4.270466047513334,0.8620473582225266,5.229259140845605,0.7854135614815585,4.538260459899902,0.8460344672203064,3.829156905845558,0.858936171596738,0.5080754917539514,0.6630967782898988
2023-07,4.197441169169582,0.8806880804807042,4.062760911113354,0.8752709235180188,4.831909185006474,0.8373280965246503,4.1342387199401855,0.8772259950637817,3.807213571429224,0.896567904474035,0.3796481118043965,0.7248225046980515
2023-08,3.957695233185966,0.8795134177529712,3.802632127757339,0.9048180656985387,4.508826699455204,0.8782195479839464,3.8154799938201904,0.9066135287284851,3.9089951593214964,0.8956926551982862,0.29239090986672067,0.7737596979099196
2023-09,4.474426609216601,0.8566172443165495,4.946907640526666,0.8443774286336752,5.570910016081724,0.8052075123816214,4.876835346221924,0.848336935043335,4.214300631312649,0.8779779442044114,0.5170684452854623,0.6591660403376414
2023-10,3.787470814576661,0.9097956914703378,3.4523008484436297,0.9222250762175369,4.1767014628636785,0.8923905550426928,3.6493420600891113,0.91602623462677,3.393321767350195,0.9259095326409073,0.3132627113627249,0.7614622659637815
2023-11,3.5966764424324156,0.8586084829734136,3.5970479035465828,0.8680615467028266,3.3998297363387584,0.8615932114399101,3.6523423194885254,0.858589231967926,3.5722135993533,0.8521382840064002,0.09615469761963097,0.9122799931173611
2023-12,3.7755154240878452,0.7613074263972698,4.369053147706639,0.7715211960083035,5.139460626420304,0.6895444390000973,4.505441188812256,0.7730112075805664,3.8600745869711206,0.7965041518515975,0.5513198395957463,0.6446123967966445
